Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,DisposalRetentionPercentage,KicksIntoF50,KickIntoF50RetentionPercentage,KickPercentage,Inside50s,Rebound50s,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,MetresGained,MetresGainedPerDisposal,AssistedMetresGained,NetMetresGained,KickMetresGained,RetainedMetresGained,KickMetresGainedPerKick,HandballMetresGained,HandballMetresGainedPerHandball,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,AverageFieldPosition,Defensive50Possessions,DefensiveMidfieldPossessions,AttackingMidfieldPossessions,Forward50Possessions,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,HitoutToFirstPossession,HitoutToClearance,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,ScoreAssists,ScoreboardImpact,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Joel Amartey,Sydney,26,26.32,Key Forward,8,3.112,56,54.125,3,0.375,1,0,71.625,6.125,2.75,8.875,53.521,46.939,68.182,53.521,0.5,25,69.014,0.75,0.125,2,4.438,2.25,3.944,152,17.127,33.04,185.04,187.674,56.162,30.641,3.301,1.2,31.71,-2.298,54.214,-18.919,3.875,5.25,9.125,42.466,0.625,1.75,0.5,0.375,1.375,3.25,1.625,0,0.5,0.875,33.2,0.125,2.375,2.125,4.5,1,3.791,0.25,25,0.125,0.375,0.25,50,4.25,1,2.625,0.125,1.125,1,1.375,-0.375,4.625,5.075,1.125,24.324,0.25,22.222,0.25,22.222,11.111,2,0.875,0,,1.25,20,13,1.625,1.75,3.75,0,0,11.5,43.333,4.75,20.652,0.375,30,3.769,-0.703,26,3.985,-0.6,4,2.369,-1.369,0,0,,0,1.125,6.5,1.375,1
Tom McCartin,Sydney,26,26,Key Defender,20,8.475,69.8,55.55,10,0.5,5,0,93.95,9.05,4.2,13.25,80.377,77.348,86.905,73.106,0.9,38.889,68.302,1.05,3,2.8,4.732,2.25,5.889,200.55,15.136,145.272,345.822,195.146,97.591,21.804,8.748,2.083,17.825,-2.036,65.181,-2.023,5.25,8.25,13.5,38.889,6.35,3.2,0.2,0.6,2.6,5.1,3.05,0,1,2.45,-37.656,7.2,3.85,2,0.45,0,0,0,,0.05,0.05,0.05,0,6.3,1.35,0.05,2.4,0.4,0.8,1.2,-0.4,0.15,0.158,0.1,66.667,0.05,50,0,50,0,0.7,0,2.2,27.273,0.65,23.077,3,0.15,0.1,0.35,0.05,0.15,1.4,42.857,1.95,8.534,0.9,7,3.901,-1.044,5,4.029,-1.229,2,3.58,-0.58,0,0,,0.3,4.95,5.45,4.05,4.6
Justin McInerney,Sydney,25,25.36,Mid-Forward,17,10.171,88.118,78.588,11,0.647,5,0,82.765,11.294,10.176,21.471,73.973,64.063,84.971,77.348,3,52.941,52.603,3.529,1.412,3,7.157,2.529,8.488,282.059,13.137,284.665,566.724,265.723,143.335,23.528,2.272,0.227,27.705,-2.411,61.806,4.076,7.706,14.176,21.882,35.215,2.294,4.941,0.706,1.118,3.824,3.824,2.706,1.118,1.118,7.824,-1.39,2.765,8.471,8.118,2.529,5.588,21.205,0.765,13.684,1.941,2.706,2.882,73.469,5.235,0.235,0.294,0.235,0.353,1.176,1,0.176,0.235,0.247,0,0,0,,0,,,1.765,0.412,0.059,0,0.235,50,8,0.471,0.588,1.235,0.647,1.529,8.176,38.095,5.706,24.682,1.059,21,3.329,-0.567,7,3.76,0.098,14,3.114,-0.9,0,0,,0.176,1.471,12.706,5.941,0.765
Chad Warner,Sydney,24,24.61,Midfielder,23,13.813,93.304,88.13,40,1.739,7,21,84.13,14.348,7.826,22.174,62.745,53.03,80.556,64.244,4.478,58.252,64.706,5.478,1.391,4.217,5.258,4.913,4.513,463.087,20.884,186.13,649.217,407.04,243.567,28.542,11.224,1.434,28.305,1.06,49.601,2.78,9.696,12.652,22.348,43.385,1.87,6.783,1.609,2.217,4.565,3.739,2.87,1.652,0.913,7.87,3.064,2,9.522,7.652,3.174,16,58.88,1.913,11.957,2.652,4.565,5.174,76.471,3.957,0.304,0.435,0.261,0.348,1.087,1.217,-0.13,0,0,0,,0,,0,,,3.522,0.652,0.043,100,0.522,25,20,0.87,0.826,2.174,0.652,1.217,10.522,40,6.348,27.81,1.609,50,2.83,-0.05,16,3.028,0.347,34,2.736,-0.236,0,0,,1.783,0.522,17,8.13,0.217
Matt Roberts,Sydney,22,22.41,Gen. Defender,18,8.033,86.778,82.722,2,0.111,1,0,83.389,14.611,6.611,21.222,73.822,71.863,78.151,68.325,2.111,31.579,68.848,2.389,4,3,7.074,4.778,4.442,393.222,18.529,241.763,634.985,370.386,185.699,25.544,7.574,1.146,21.199,-2.872,63.22,-9.037,5.222,14.278,19.5,26.781,4.5,3.833,0.167,0.722,3.111,3.556,2.833,0.222,1.167,7.167,-21.819,5.833,7.833,5.444,0.389,0,0,0.278,,1,1.278,0.889,75,6,0.056,0,1.111,0.167,0.833,0.556,0.278,0,0,0,,0,,0,,,2,0.111,0.389,42.857,0.056,0,1,0.056,0.167,0.222,0.167,0.5,1.833,25,3.389,15.099,1.056,4,2.787,-0.537,1,3.881,2.119,3,2.422,-1.422,2.278,22.527,97.561,0.444,2.222,10.111,6.611,1.833
Braeden Campbell,Sydney,23,23.9,Gen. Forward,23,7.374,59.478,56.609,0,0,0,0,79.087,7.478,4.87,12.348,69.014,59.302,83.929,66.431,1.957,37.778,60.563,2.652,0.391,2.087,5.917,2.783,4.438,213.739,17.31,123.81,337.549,210.715,92.222,28.342,3.204,0.658,30.382,-1.017,52.66,0.515,3.783,8.696,12.478,30.314,1.435,3.087,1.043,0.609,2.478,3.087,2.522,0.13,1.217,4.696,14.268,0.652,3.652,5.217,2.957,1,3.68,0.13,13.043,0.304,0.435,0.391,55.556,3.13,0,0.783,0.217,1.174,0.565,0.826,-0.261,0,0,0,,0,,0,,,3,0.565,0.13,66.667,0.565,7.692,16,0.696,0.783,1.652,0.435,0.826,7.957,42.105,4.304,18.857,0.565,38,3.108,-0.108,16,3.48,0.27,22,2.838,-0.384,0,0,,0.609,0.696,14.391,4.696,0.435
James Jordon,Sydney,25,25.03,Midfielder,23,6.93,62.783,56.913,24,1.043,5,0,83.304,6.783,7.739,14.522,70.359,57.051,82.022,68.263,2.217,45.098,46.707,2.435,0.87,2.478,5.86,2.435,5.964,198.174,13.647,161.277,359.451,204.363,76.893,30.522,-0.122,-0.016,25.976,1.073,48.789,-6.985,6.391,8.217,14.609,43.75,1.565,4.609,0.609,1.522,3.087,2.522,2,0.913,0.913,5.565,1.678,1.348,5.696,5.696,1.87,13.261,48.8,1.217,9.18,1.609,2.826,3.174,76.712,2,0.043,0.435,0.043,0.043,0.87,1.174,-0.304,0,0,0,,0,,0,,,3.696,0.522,0.217,40,0.391,22.222,10,0.435,0.348,0.957,0.261,0.478,4.739,45.455,3.652,16,1.043,22,2.776,0.315,14,3.06,-0.06,8,2.279,0.971,0,0,,0.087,0.783,15.913,7.217,0.435
Corey Warner,Sydney,22,22.23,Mid-Forward,14,6.45,48.5,49.429,0,0,0,0,78.143,7.5,4.5,12,67.857,55.238,88.889,64.286,1.429,45,62.5,2.429,1.214,2.857,4.2,3.5,3.429,271.5,22.625,114.711,386.211,239.319,121.681,31.909,15.014,3.336,24.305,-1.52,51.2,-4.364,3.643,8.5,12.143,30,1.071,2.929,0.786,0.5,2.429,2.571,1.929,0,0.5,4.429,0.274,1.929,3.929,4.143,2.143,0,0,0,,1,1,0.357,80,3,0.071,0.357,0.071,0.071,0.643,0.857,-0.214,0,0,0,,0,,0,,,1.714,0.357,0.071,0,0.357,20,8,0.571,0.571,1.643,0.429,0.571,6.714,34.783,3.714,16.404,0.571,23,2.849,-0.414,10,3.374,-0.074,13,2.445,-0.675,0,0,,0.286,0.857,9.857,4.571,0.571
Angus Sheldrick,Sydney,22,22.14,Midfielder,20,9.225,65.75,62.05,3,0.15,1,0,55.4,8.85,7.2,16.05,63.551,50.847,79.167,63.551,2.8,50,55.14,3.3,0.7,2.55,6.294,3.1,5.177,258.65,16.115,129.183,387.833,235.637,122.684,26.626,9.511,1.321,28.747,0.75,48.893,0.747,7.65,8.05,15.7,48.726,2,6.45,1.05,2.1,4.35,3.25,2.95,0.75,1.5,5.35,5.636,1.15,5.55,6.85,2.15,8.4,31.227,0.7,8.333,2.1,2.8,3.7,64.865,1.9,0,0.25,0.1,0.1,0.45,0.65,-0.2,0,0,0,,0,,0,,,3.7,0.6,0,,0.05,100,6,0.3,0.3,0.95,0.45,0.85,5.2,31.579,3.35,14.661,0.8,19,2.805,-0.594,5,3.291,1.51,14,2.631,-1.346,0,0,,0,0.35,13.85,6.15,0.1
Tom Hanily,Sydney,20,20.58,Gen. Forward,8,3.925,34.375,33.125,0,0,0,0,55.25,3.125,4,7.125,77.193,64,87.5,77.193,1.125,55.556,43.86,1.25,0.125,1.75,4.071,1.375,5.182,90,12.632,38.054,128.054,102.422,50.745,32.775,-1.117,-0.279,31.319,-1.908,50.968,-9.791,3.125,4.125,7.25,43.103,0.625,2.5,1.125,0.375,2.125,2.5,2.25,0.125,0.5,1.75,30.381,0.125,1,3.25,2.875,0,0,0,,0.375,0.375,0.25,50,2,0,0.75,0,0.25,0.5,0.5,0,0,0,0,,0,,0,,,1.5,0.625,0,,0.25,50,6,0.75,0.25,1,0.25,0.375,6.375,75,2.375,10.44,0.25,8,3.316,1.434,6,3.576,0.757,2,2.538,3.462,0,0,,0,1,12.5,2.75,0.5
Dane Rampe,Sydney,35,35.58,Gen. Defender,21,5.967,62.095,55.524,3,0.143,1,0,80.429,9.095,4.286,13.381,84.698,82.199,90,69.176,1.095,34.783,67.972,1.19,3.381,2.333,5.735,2.381,5.62,285.048,21.302,114.77,399.817,262.205,124.906,29.134,7.591,1.791,17.453,-0.989,57.423,4.162,2.905,9.762,12.667,22.932,3.857,2.19,0,0.381,1.81,2.619,2,0,0.667,4.619,-36.171,5.905,5.143,1.619,0,0,0,0.048,,0.429,0.476,0.238,100,4.333,0.095,0,0.714,0,0.429,0.905,-0.476,0,0,0,,0,,0,,,2.238,0,0.714,20,0,,0,0,0,0.095,0.048,0.238,0.476,0,2.19,9.603,0.857,2,2.421,-2.421,0,,,2,2.421,-2.421,0.143,1.382,33.333,0.048,2.762,7.143,5.714,2.19
Taylor Adams,Sydney,32,32.27,Gen. Forward,4,3.4,27,35.75,0,0,0,0,47,3.75,5.5,9.25,62.162,53.333,68.182,64.865,1.5,33.333,40.541,1.5,0.5,3.25,2.846,2.75,3.364,75.5,8.162,84.488,159.988,65.848,33.62,17.559,3.663,0.666,35.416,-27.083,58.387,-8.387,4.5,4.75,9.25,48.649,0,3,1,1.5,1.5,1.75,1.5,1,0.75,3,13.975,0.75,2.5,3.75,2.25,5.5,19.469,0.5,9.091,1,1.5,2.75,45.455,1.5,0,0.25,0,0.5,0.25,1.25,-1,0,0,0,,0,,0,,,2.75,0.25,0,,0.25,0,1,0.25,0,0.25,0.5,1,5,100,1.75,8.75,0,1,5.997,0.003,1,5.997,0.003,0,,,0,0,,0,0.25,8.5,2.75,0
Brodie Grundy,Sydney,31,31.71,Ruck,22,14.55,125.273,106.955,77,3.5,11,6,79,7.273,12.182,19.455,66.822,60.625,70.522,68.618,1.5,33.333,37.383,2.182,1.636,4.364,4.458,2.864,6.794,164.5,8.456,204.73,369.23,171.023,67.07,23.664,2.884,0.238,21.841,-5.783,57.965,-2.491,12.273,7.636,19.909,61.644,2.5,5.591,1.045,2.136,3.455,4.091,2.818,0,0.864,4.455,-3.619,3.636,6.409,7.5,2.364,21.682,80.168,1.227,5.66,4.727,5.955,7.818,77.326,3.364,0.727,0.182,0.909,0.136,2.409,2,0.409,72.545,76.181,36.682,50.564,10.727,29.244,3.545,43.866,38.91,3.864,0.455,0.727,12.5,0.545,41.667,7,0.318,0.227,0.636,0.273,0.682,4.182,50,5.727,24.852,3.909,14,3.3,0.057,7,3.636,-1.35,7,2.964,1.464,0,0,,0.455,2.545,10.318,4.5,2
Jake Lloyd,Sydney,32,32.27,Midfielder,22,7.068,79.909,84.136,0,0,0,0,87.273,12.591,7.455,20.045,76.19,70.397,85.976,72.21,2.409,49.057,62.812,2.818,2.182,2.045,9.8,3.409,5.88,342.318,17.077,215.226,557.544,339.339,161.201,27.049,7.473,1.009,22.499,-0.322,59.379,-0.105,4.5,15,19.5,23.077,3.545,3.545,0.273,0.818,2.727,3.273,2.682,0.318,1.091,6.5,-14.085,5.091,7.045,6,1.364,0,0,0.318,,0.773,1.091,0.727,81.25,7.136,0,0.545,0.636,0.045,0.545,0.5,0.045,0,0,0,,0,,0,,,2.136,0.409,0.273,50,0.182,0,7,0.318,0.545,0.955,0.364,0.591,4.864,33.333,4.045,17.836,0.864,21,2.683,-0.111,14,2.894,0.249,7,2.26,-0.831,0.364,3.524,100,0.318,1.227,11.545,5.364,0.727
Isaac Heeney,Sydney,29,29.65,Midfielder,23,16.743,109.696,96.87,66,2.87,11,17,84,12.957,10.609,23.565,66.974,57.718,78.279,70.111,3.522,44.444,54.982,4.13,1.217,3.217,7.324,3.783,6.23,350.913,14.891,220.386,571.299,352.837,193.878,27.603,-2.307,-0.217,27.202,4.377,49.57,5.454,11.652,11.478,23.13,50.376,1.783,6.565,1.304,1.783,4.783,4.13,3,3.043,1.565,7,6.119,2.13,8.261,8.478,4.261,20.304,74.72,2.478,12.206,3.13,5.609,7.174,80,3.783,0.652,1.174,0.304,0.522,1.522,0.652,0.87,0.043,0.045,0,0,0,,0,,,3.826,0.783,0.043,0,0.957,31.818,37,1.609,0.913,2.783,0.826,1.174,15.87,57.812,6.87,30.095,1.174,64,3.233,0.564,33,3.757,0.243,31,2.675,0.906,0,0,,0.261,0.957,16.739,6,0.478
Lewis Melican,Sydney,29,29.15,Key Defender,17,7.847,57,46,0,0,0,0,83.471,6.882,2.824,9.706,82.424,78.632,91.667,75.758,0.706,41.667,70.909,0.706,1.706,1.765,5.5,1.529,6.346,143.647,14.8,103.244,246.891,135.718,75.704,20.063,4.086,1.478,18.116,0.975,65.096,4.904,3.353,6.118,9.471,35.404,4.706,2.118,0,0.412,1.706,3.176,1.941,0,0.471,2.118,-35.186,4.412,3.118,1.941,0,0,0,0,,0.176,0.176,0.176,100,4.412,0.765,0,1.941,0.059,0.412,0.647,-0.235,0,0,0,,0,,0,,,2,0.059,1.765,33.333,0,,0,0,0,0,0,0.118,0.118,,1.176,5.089,0.353,0,,,0,,,0,,,0,0,,0.176,5.059,7.882,6.353,4.588
Tom Papley,Sydney,29,29.46,Gen. Forward,11,7.336,66.091,62,12,1.091,2,0,77.182,10.182,4.818,15,62.424,50,88.679,62.424,3.455,50,67.879,4.182,0.091,3.273,4.583,3.273,4.583,287.455,19.164,131.785,419.239,286.009,147.008,28.601,2.67,0.554,33.654,7.372,47.813,6.033,5.273,10.273,15.545,33.918,0.545,3.636,1.636,1,2.636,3.545,3,0.545,1.545,5.091,24.953,0.455,2.636,7,5.455,2.636,9.831,0.182,6.897,1,1.182,1.455,62.5,3.909,0.091,1.455,0,1.182,0.909,1.273,-0.364,0,0,0,,0,,0,,,1.636,0.636,0,,0.545,0,10,0.909,1,2.727,1.091,2,13.909,33.333,5.545,23.828,0.364,30,2.572,-0.206,14,2.746,0.254,16,2.42,-0.608,0,0,,0.636,1.182,9.545,1.545,0.455
Will Hayward,Sydney,27,27.18,Gen. Forward,21,8.386,68.238,55.81,12,0.571,2,3,82.857,6.571,4.714,11.286,69.198,67.391,71.717,65.823,1.19,44,58.228,1.524,0.095,2.571,4.389,2.524,4.472,161.048,14.27,107.396,268.443,170.986,84.49,26.21,-0.041,-0.009,30.622,0.774,56.617,2.685,4.81,6.857,11.667,41.224,0.905,3.571,1.81,1.286,2.286,4.333,3.238,0.048,1.238,3.143,25.64,0.333,2.667,4,4.667,0,0,0.048,,0.286,0.333,0.095,0,3.238,0.476,1.286,0.238,0.714,0.571,0.952,-0.381,0,0,0,,0,,0,,,2.619,1.286,0,,1.048,13.636,29,1.381,0.476,2.286,0.476,1.048,12.19,60.417,4.143,18.316,0.524,48,3.316,0.517,31,3.572,1.041,17,2.85,-0.438,0,0,,0.048,0.952,11.857,3,0.619
Oliver Florent,Sydney,27,27.44,Midfielder,16,7.237,60.438,60,0,0,0,0,76.625,8.688,6.5,15.188,71.605,66.906,77.885,71.488,1.812,55.172,57.202,2.312,1.5,2.438,6.231,2.75,5.523,255.125,16.798,166.902,422.027,218.699,134.121,25.356,21.154,3.286,24.866,-1.533,60.815,1.685,4.5,10.625,15.125,29.752,3.375,3.688,0.188,0.875,2.812,3.375,2.625,0.062,1.125,5.688,-13.641,3.75,5.438,5.125,0.812,0.25,0.891,0.125,50,0.625,0.75,0.688,72.727,4.125,0.188,0.25,0.438,0.062,0.562,0.562,0,0,0,0,,0,,0,,,2.125,0.125,0.438,57.143,0.125,0,2,0.125,0.438,0.875,0.188,0.375,2.5,14.286,3,12.973,0.812,13,2.652,-1.19,7,2.722,-0.579,6,2.57,-1.904,0.188,1.765,66.667,0.562,1.312,11.188,5.625,0.875
Lachie Schultz,Collingwood,28,28.08,Gen. Forward,16,8.131,78.812,75.625,12,0.75,2,3,79,8,6.5,14.5,68.103,60.156,77.885,67.241,1.75,60.714,55.172,2.188,0.25,3.125,4.64,2.812,5.156,222.312,15.332,166.217,388.529,231.654,112.011,28.957,-1.381,-0.214,30.178,3.543,49.414,2.912,5.438,9.312,14.75,36.864,2.125,3.375,1.062,0.812,2.562,3.625,2.25,0.312,0.938,3,17.38,0.375,4.125,5.875,4.375,0.062,0.242,0.188,100,0.938,1.125,1.375,54.545,4.875,0.125,1.812,0.125,1.375,1.5,1,0.5,0,0,0,,0,,0,,,4.938,2.062,0,,0.438,14.286,13,0.812,0.875,2.188,0.812,1.312,11.125,37.143,5.812,25.41,1.312,35,3.493,-0.865,23,3.598,-0.902,12,3.292,-0.792,0,0,,0.062,1.25,18.875,5.875,0.5
Patrick Lipinski,Collingwood,27,27.45,Mid-Forward,23,8.757,73.304,66.304,7,0.304,2,0,78.348,8.87,8.304,17.174,72.152,67.157,77.487,72.405,2.522,65.517,51.646,3.087,0.957,2.217,7.745,2.478,6.93,258.87,15.073,232.613,491.482,232.456,156.308,26.208,13.677,1.647,29.053,10.72,53.772,13.273,5.87,11.739,17.609,33.333,2.174,4.652,1.043,1,3.652,3.565,3.174,0.478,1.217,6.826,4.988,2.391,4.783,7.435,3,0,0,0.304,,1.043,1.348,1.522,62.857,3.609,0.087,0.348,0.217,0.174,0.609,0.565,0.043,0,0,0,,0,,0,,,2.565,0.783,0.087,100,0.348,12.5,10,0.435,0.478,1.13,0.522,1.087,6.783,38.462,5.261,21.569,0.87,26,3.267,-0.537,11,3.495,-0.314,15,3.1,-0.7,0,0,,0.13,0.783,12.391,4.348,0.261
Beau McCreery,Collingwood,24,24.7,Gen. Forward,19,9.016,59.474,54,2,0.105,2,0,73.368,6.895,4.368,11.263,72.897,66.412,83.133,67.29,2.368,55.556,61.215,3.368,0.421,2.263,4.977,2.368,4.756,256.316,22.757,117.758,374.074,220.31,142.418,32.199,10.135,2.32,30.997,6.626,46.377,3.128,4.421,6.684,11.105,39.81,1.211,2.737,1,0.421,2.316,2.368,1.737,0.579,0.684,3.789,14.811,0.421,2.947,5.368,2.368,4.211,15.81,1.053,25,0.737,1.789,1.632,67.742,2.105,0.158,0.211,0.105,0.316,0.789,0.737,0.053,0,0,0,,0,,0,,,4.368,1.421,0.053,0,0.579,45.455,6,0.316,0.316,0.842,0.737,1.053,6.947,37.5,4.211,17.167,0.947,16,2.546,0.079,6,1.972,0.361,10,2.89,-0.09,0,0,,0.947,0.947,19.737,5.895,0.316
Josh Daicos,Collingwood,27,27.09,Gen. Defender,25,10.96,96.8,93.96,55,2.2,9,12,85.84,16.92,9.92,26.84,75.112,72.577,79.435,70.21,3.12,50,63.04,3.6,4.96,3.16,8.494,4.48,5.991,520.68,19.399,294.568,815.248,468.555,306.604,27.957,31.838,3.222,20.747,-0.901,56.123,1.094,6,17.6,23.6,25.424,4.68,5,0.12,0.92,4.08,3.92,3.48,0.32,1.44,11.28,-19.995,6.84,9.08,7.12,0.56,1.76,6.667,0.76,43.182,0.96,1.72,1.24,74.194,4.92,0.2,0.12,0.52,0.16,0.48,0.64,-0.16,0,0,0,,0,,0,,,2.28,0.12,0.36,22.222,0,,3,0.12,0.2,0.4,0.36,0.6,3.32,30,4.76,19.8,0.92,10,3.05,-0.75,5,3.632,0.368,5,2.468,-1.868,2.64,29.73,95.455,0.44,0.52,10,6.72,0.32
Bobby Hill,Collingwood,25,25.89,Gen. Forward,14,8.307,56.143,46.071,1,0.071,1,1,72.571,6.071,2.786,8.857,67.742,58.824,87.179,70.732,1.357,73.684,68.548,2,0.071,2.143,4.133,1.714,5.167,188.357,21.266,78.141,266.499,161.701,121.514,27.275,14.31,5.137,36.917,26.972,52.211,25.567,3.429,5.143,8.571,40,0.786,2.571,1.857,0.357,2.214,2.643,2,0.071,1.214,1.929,33.456,0.071,1.214,3.5,3.786,0,0,0,,0.571,0.571,0.429,83.333,2.571,0.214,0.857,0.286,0.714,0.571,1.286,-0.714,0,0,0,,0,,0,,,2.071,1,0,,0.571,12.5,20,1.429,1,3,0.857,1.5,15.357,47.619,4.929,20.175,1.071,42,3.295,-0.105,15,3.716,-1.183,27,3.062,0.494,0,0,,0.643,0.643,8.857,2.429,0.214
Isaac Quaynor,Collingwood,25,25.95,Gen. Defender,25,8.024,68.04,60.08,12,0.48,5,0,81.6,8.68,5.36,14.04,82.051,79.263,86.567,72.65,1,44,61.823,1.24,3.48,1.88,7.468,2.6,5.4,276.04,19.661,190.669,466.709,238.734,145.604,27.504,20.585,3.869,19.25,-3.385,59.536,2.964,3.92,10.12,14.04,27.92,4.8,2.4,0.04,0.4,2,3.56,2.16,0.08,0.72,5,-29.479,5.48,5.36,3.04,0.16,0,0,0,,0.24,0.24,0.28,71.429,4.84,0.56,0.04,1.68,0.16,0.68,0.6,0.08,0,0,0,,0,,0,,,2.48,0.08,0.6,20,0,,0,0,0,0.2,0.12,0.24,0.84,0,2.44,10.15,0.76,5,2.068,-2.068,4,1.87,-1.87,1,2.86,-2.86,0.16,1.802,100,0.32,2.4,11.24,8.2,1.64
Reef McInnes,Collingwood,23,23.05,Key Defender,3,4.5,36,34.333,0,0,0,0,56,5.667,2.333,8,79.167,76.471,85.714,69.565,0.667,0,70.833,0.667,2.333,1.333,6,1.333,6,164.667,20.583,121.9,286.567,151.91,67.997,28.483,0.027,0.011,14.917,5.083,65.442,1.225,1.333,6,7.333,18.182,2.667,0.667,0,0,0.667,1.333,0.667,0,0.333,2.667,-42.1,4.333,1,2,0,0,0,0,,0,0,0,,3,0,0,0.333,0,0.667,0.333,0.333,0,0,0,,0,,0,,,1,0,1.333,50,0,,0,0,0,0,0,0,0,,1,3.797,0.333,0,,,0,,,0,,,0.333,3.125,0,0,3.333,3.667,2.333,3.333
Ned Long,Collingwood,22,22.9,Midfielder,25,9.776,78.88,77.4,21,0.84,4,0,71.04,7.28,10.56,17.84,65.022,50,75.379,67.946,2.6,49.231,40.807,3.2,0.76,3.68,4.848,3.52,5.068,235.56,13.204,209.714,445.274,211.351,101.894,29.354,17.306,1.639,30.423,-3.908,51.418,-6.722,7.88,9.96,17.84,44.17,1.72,5.6,1.16,1.68,3.92,3.24,2.6,0.96,1.52,6.48,5.077,1.48,6.56,7,2.8,15.96,60.455,1.04,6.516,2.24,3.28,3.84,73.958,2.48,0.08,0.36,0.08,0.12,0.92,1.4,-0.48,0.96,0.998,0.12,12.5,0.04,33.333,0.04,0,33.333,7.04,1,0,,0.2,40,7,0.28,0.32,0.8,0.88,1.28,7.68,35,5.04,20.965,1.24,20,2.741,-0.241,7,2.865,0.135,13,2.674,-0.443,0,0,,0,1.44,23.52,10.68,0.4
Edward Allan,Collingwood,21,21.6,Midfielder,13,6.223,51.308,48.385,0,0,0,0,63.615,5.385,7.769,13.154,73.684,68.571,77.228,71.176,1,76.923,40.936,1.077,1,1.462,9,2,6.577,187.615,14.263,137.835,325.451,153.221,109.652,29.292,25.782,3.319,23.39,14.792,53.55,11.905,4.308,8.538,12.846,33.533,2.846,3.615,0.462,0.462,3.154,2.615,2.308,0.308,1.077,4.769,-8.471,2.385,4.923,4,1.538,1.385,5.233,0.385,27.778,0.769,1.154,1.077,78.571,2.538,0.077,0.077,0.538,0,0.308,0.308,0,0,0,0,,0,,0,,,2.231,0,0.077,0,0,,1,0.077,0.308,0.615,0.154,0.462,2,12.5,3.385,13.924,0.923,8,2.648,-1.398,1,2.908,-2.908,7,2.61,-1.182,0,0,,0,0.538,10.692,6,0.385
Nick Daicos,Collingwood,22,22.99,Midfielder,25,15.612,116.48,106.92,101,4.04,15,32,84.96,16.76,13.24,30,70.4,62.053,80.967,69.519,5.36,44.776,55.867,6.08,2.04,4.32,6.944,5.16,5.814,503.8,16.793,313.164,816.964,453.531,257.989,27.125,25.708,1.942,27.726,1.925,52.768,2.464,10.52,18.12,28.64,36.732,2.2,6.8,1.04,1.96,4.84,3.12,2.52,2.08,0.96,12.32,0.301,3.24,10.48,11.8,3.12,19.04,72.121,2.48,13.025,3.72,6.2,6.24,78.205,4.04,0.16,0.4,0.2,0.6,1.68,1.4,0.28,0,0,0,,0,,0,,,3.92,0.6,0.04,100,0.08,100,17,0.68,0.8,1.68,0.88,1.64,10.92,40.476,7.8,32.446,1.68,42,2.801,0.104,17,2.977,-0.389,25,2.681,0.439,0.24,2.703,100,1.04,0.28,15.44,7.12,0.04
