Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Neville Jetta,Melbourne,31,31.88,Gen. Defender,5,5.76,43.0,33.0,0,0.0,0,0,70.8,4.0,4.0,8.0,87.5,80.0,95.0,50.0,0.4,1.2,36.6,4.575,1.4,5.714,0.8,10.0,22.891,-7.102,74.195,4.753,4.0,4.2,8.2,48.78,4.0,2.8,0.0,1.2,1.6,3.6,2.6,0.0,1.2,1.4,0.0,0.0,0.2,,0.2,0.4,0.2,100.0,2.6,0.2,0.0,0.4,0.0,0.8,0.4,0.4,0.0,0.0,0.0,,0.0,,0.0,1.4,0.0,2.4,33.333,0.0,,0,0.0,0.0,0.0,0.0,,1.2,4.511,0.2,0,,,0,,,0,,,0.0,0.0,,0.0,3.8,6.8,5.2,2.8
Angus Brayshaw,Melbourne,25,25.97,Midfielder,25,8.08,70.84,69.32,4,0.16,2,0,82.44,10.96,7.44,18.4,67.826,62.044,76.344,59.565,2.72,1.36,272.96,14.835,3.2,5.75,3.32,5.542,24.549,1.573,53.545,8.088,6.92,11.6,18.52,37.365,4.92,5.36,0.48,1.76,3.6,4.88,4.04,0.6,2.0,6.52,1.04,4.025,0.24,23.077,1.2,1.44,1.56,71.795,4.2,0.28,0.32,0.92,0.2,0.48,0.76,-0.28,0.0,0.0,0.0,,0.0,,0.0,2.44,0.12,0.24,16.667,0.2,60.0,3,0.12,0.28,0.72,0.36,16.667,4.12,16.323,1.24,18,2.577,-1.188,8,2.99,-0.865,10,2.247,-1.447,0.0,0.0,,0.16,1.8,12.28,6.96,0.96
Ned McHenry,Adelaide,21,21.46,Gen. Forward,21,6.114,53.81,49.762,3,0.143,1,0,78.333,5.714,6.571,12.286,75.969,64.167,86.232,46.512,1.286,0.238,148.632,12.12,3.143,3.909,2.429,5.059,29.523,-0.491,60.086,2.279,5.095,8.0,13.095,38.909,1.571,3.81,1.143,1.429,2.381,4.048,3.095,0.143,1.333,4.571,0.429,1.596,0.095,22.222,0.524,0.619,0.714,80.0,2.571,0.238,0.619,0.143,0.238,1.0,1.762,-0.762,0.0,0.0,0.0,,0.0,,0.0,3.143,0.905,0.0,,0.81,17.647,11,0.524,0.333,1.143,0.429,45.833,4.333,20.449,0.381,24,3.421,-0.38,11,3.648,-0.102,13,3.23,-0.614,0.0,0.0,,0.095,1.095,18.524,6.81,0.381
Tom Lynch,Adelaide,31,31.29,Gen. Forward,12,9.317,76.0,71.417,0,0.0,0,0,76.25,10.75,7.167,17.917,79.535,69.767,94.186,60.0,2.333,0.5,222.9,12.049,1.917,9.348,2.5,7.167,27.79,12.951,67.102,9.75,5.25,12.5,17.75,29.577,1.583,3.75,1.083,1.167,2.583,4.0,2.833,0.083,1.25,5.0,0.0,0.0,0.083,,0.833,0.917,0.667,87.5,5.333,0.417,0.75,0.167,0.5,1.083,0.667,0.417,0.0,0.0,0.0,,0.0,,0.0,1.25,0.417,0.0,,1.083,53.846,8,0.667,0.75,1.75,0.833,38.095,5.833,25.735,0.833,21,2.873,-0.159,10,2.921,-0.621,11,2.83,0.261,0.083,0.775,100.0,0.0,1.0,8.75,1.833,0.5
Rory Sloane,Adelaide,31,31.79,Midfielder,18,14.639,97.111,85.778,18,1.0,5,2,82.0,11.0,11.333,22.333,70.896,58.081,83.333,49.254,3.722,1.556,297.812,13.732,2.889,7.731,3.556,6.281,24.527,5.235,52.83,-3.425,12.0,9.889,21.889,54.822,4.222,8.778,0.556,4.278,4.5,4.944,4.056,1.444,1.556,5.611,20.833,77.801,2.222,10.667,3.056,5.278,6.5,76.923,3.722,0.278,0.111,0.5,0.056,1.333,0.944,0.389,0.0,0.0,0.0,,0.0,,0.0,4.833,0.5,0.111,50.0,0.222,50.0,3,0.167,0.111,0.444,0.5,37.5,5.278,24.869,1.778,8,2.656,-0.156,5,3.103,0.697,3,1.912,-1.579,0.056,0.508,100.0,0.111,2.778,22.389,12.722,0.944
Luke Brown,Adelaide,29,29.27,Gen. Defender,11,5.736,59.727,55.091,0,0.0,0,0,76.636,9.0,3.909,12.909,81.69,83.838,76.744,69.718,1.091,4.273,266.6,20.667,1.455,8.875,2.455,5.259,17.368,2.219,55.945,-3.368,3.545,7.818,11.364,31.2,4.091,2.455,0.091,1.091,1.364,3.091,2.182,0.091,0.636,4.182,0.0,0.0,0.091,,0.182,0.273,0.182,50.0,3.545,0.091,0.091,1.0,0.0,0.727,0.182,0.545,0.0,0.0,0.0,,0.0,,0.0,2.364,0.0,1.818,10.0,0.0,,0,0.0,0.0,0.0,0.091,,1.818,8.403,0.818,0,,,0,,,0,,,2.091,19.328,86.957,0.0,2.545,8.818,6.909,2.0
Paul Seedsman,Adelaide,29,29.93,Midfielder,22,12.491,95.909,95.545,26,1.182,7,4,82.318,15.773,10.318,26.091,72.648,65.13,84.141,60.453,5.682,2.773,605.7,23.03,3.364,7.757,5.5,4.744,24.742,2.651,51.666,-5.131,6.136,19.818,25.955,23.643,2.864,4.955,0.273,1.682,3.273,3.318,2.773,0.409,1.182,13.0,3.227,11.953,0.5,15.493,1.5,2.0,2.045,68.889,5.364,0.091,0.091,0.364,0.273,0.818,0.818,0.0,0.0,0.0,0.0,,0.0,,0.0,2.318,0.091,0.227,20.0,0.136,66.667,12,0.545,0.591,1.455,0.636,37.5,5.818,27.468,0.955,32,2.685,-0.029,7,3.0,-1.715,25,2.597,0.443,0.455,4.098,70.0,1.409,0.682,14.318,7.0,0.409
Jake Kelly,Adelaide,26,26.94,Gen. Defender,20,6.965,68.3,63.8,0,0.0,0,0,89.9,10.7,4.75,15.45,83.819,78.972,94.737,69.256,1.0,3.2,240.684,15.878,2.2,7.023,2.4,6.438,16.271,1.69,64.617,-1.995,4.6,9.95,14.55,31.615,6.3,3.0,0.05,0.9,2.1,4.35,2.8,0.0,1.0,4.4,0.0,0.0,0.0,,0.2,0.2,0.05,0.0,5.1,0.55,0.0,1.35,0.0,1.05,0.85,0.2,0.0,0.0,0.0,,0.0,,0.0,2.1,0.0,3.25,16.923,0.1,50.0,0,0.0,0.0,0.0,0.0,,1.85,9.25,0.75,0,,,0,,,0,,,0.65,5.778,84.615,0.0,3.7,9.25,7.4,3.0
Shane McAdam,Adelaide,26,26.59,Gen. Forward,15,4.887,53.0,49.933,2,0.133,1,0,73.8,5.267,3.2,8.467,69.291,62.025,81.25,62.205,1.067,0.067,107.769,12.972,2.533,3.342,2.533,3.342,35.926,-24.815,62.881,-12.881,4.067,4.533,8.6,47.287,1.267,2.267,1.533,1.2,1.067,3.8,2.0,0.0,0.533,1.267,0.0,0.0,0.067,,0.2,0.267,0.133,100.0,3.733,0.867,1.867,0.2,0.8,0.933,1.4,-0.467,0.0,0.0,0.0,,0.0,,0.0,2.267,1.267,0.0,,1.667,16.0,25,1.667,0.733,2.8,0.4,59.524,3.867,16.431,0.6,42,3.963,-0.129,30,4.043,0.157,12,3.761,-0.845,0.0,0.0,,0.067,0.867,10.4,1.8,0.533
Joel Selwood,Geelong,33,33.6,Midfielder,24,12.196,97.917,86.458,30,1.25,5,9,74.792,11.583,11.417,23.0,73.732,65.827,81.752,50.362,3.708,1.0,311.478,13.416,3.417,6.732,3.75,6.133,29.546,2.984,58.08,1.357,10.792,12.917,23.708,45.518,2.875,6.833,0.875,2.833,4.0,3.917,3.0,1.917,1.125,8.875,18.917,74.671,2.125,11.233,3.167,5.292,5.792,79.856,3.208,0.125,0.208,0.292,0.333,2.25,1.167,1.083,0.042,0.045,0.0,0.0,0.0,,0.0,4.708,0.583,0.167,0.0,0.458,36.364,6,0.25,0.167,0.583,0.875,42.857,5.917,26.394,1.75,14,3.071,-0.213,5,4.056,-0.056,9,2.523,-0.301,0.208,2.066,40.0,0.125,1.667,17.667,8.25,0.25
Shaun Higgins,Geelong,33,33.82,Gen. Forward,18,5.883,69.667,70.5,0,0.0,0,1,70.0,8.722,9.833,18.556,76.647,66.879,85.311,47.006,2.778,0.667,218.667,11.784,2.167,8.564,3.278,5.661,26.31,-0.503,55.847,-1.009,4.944,13.944,18.889,26.176,1.333,3.944,1.222,0.833,3.111,2.556,2.389,0.611,1.111,8.111,2.778,11.287,0.333,12.0,1.556,1.889,1.833,81.818,4.444,0.0,0.556,0.0,0.389,0.611,0.722,-0.111,0.0,0.0,0.0,,0.0,,0.0,2.722,0.667,0.111,0.0,0.5,22.222,4,0.222,0.667,1.389,0.667,16.0,4.389,20.466,0.722,25,2.919,-1.479,11,3.1,-1.645,14,2.778,-1.349,0.056,0.505,100.0,0.222,0.722,11.333,3.389,0.167
Tom Hawkins,Geelong,33,33.44,Key Forward,25,12.796,93.64,75.84,44,1.76,9,6,96.04,8.6,5.08,13.68,65.789,60.93,74.016,62.865,1.48,0.08,201.625,14.708,3.04,4.5,3.08,4.442,34.572,1.887,54.92,5.497,6.88,7.28,14.16,48.588,0.44,3.24,2.28,1.0,2.24,5.16,2.92,0.04,1.52,2.4,0.0,0.0,0.0,,1.0,1.0,1.68,69.048,5.16,1.44,3.32,0.04,2.32,0.56,1.4,-0.84,11.56,12.765,3.68,31.834,1.28,34.783,1.28,2.0,1.4,0.04,0.0,4.56,35.965,62,2.48,1.48,4.52,0.8,54.867,7.32,32.796,1.48,113,3.194,0.425,88,3.197,0.587,25,3.185,-0.145,0.0,0.0,,0.0,1.56,8.72,0.88,0.72
Lachie Henderson,Geelong,32,32.04,Key Defender,21,8.248,77.143,66.619,7,0.333,4,3,99.476,10.952,4.381,15.333,82.609,81.739,84.783,71.429,1.381,4.095,308.05,20.003,2.19,7.0,2.429,6.314,18.588,0.767,59.952,7.79,4.524,9.333,13.857,32.646,5.905,2.905,0.143,0.952,1.952,4.286,2.762,0.0,0.857,2.524,0.0,0.0,0.0,,0.238,0.238,0.143,100.0,6.952,0.762,0.238,1.81,0.048,0.952,0.905,0.048,0.095,0.105,0.0,0.0,0.0,,0.0,1.238,0.0,3.19,32.836,0.238,20.0,3,0.143,0.095,0.429,0.143,33.333,2.619,12.009,1.048,9,2.837,-0.614,7,2.772,-0.2,2,3.064,-2.064,1.429,13.699,86.667,0.095,4.905,7.476,6.0,3.762
Gary Rohan,Geelong,30,30.56,Gen. Forward,21,9.429,66.524,54.952,14,0.667,4,1,81.571,7.0,3.19,10.19,71.028,67.347,79.104,68.692,1.857,0.381,214.3,21.218,1.429,7.133,2.286,4.458,27.621,8.85,52.979,3.492,4.429,5.714,10.143,43.662,1.238,2.238,0.714,0.905,1.333,4.19,2.048,0.0,0.524,2.333,0.0,0.0,0.048,,0.143,0.19,0.048,100.0,3.571,1.048,1.381,0.095,0.714,1.048,0.667,0.381,0.0,0.0,0.0,,0.0,,0.0,1.952,0.667,0.048,100.0,2.762,29.31,32,1.524,0.857,2.619,0.381,58.182,4.81,21.308,0.667,55,3.365,0.453,38,3.379,0.542,17,3.333,0.255,0.143,1.395,100.0,0.238,1.524,11.857,2.095,0.952
Luke Dahlhaus,Geelong,29,29.36,Gen. Forward,21,5.914,56.81,50.762,0,0.0,0,0,72.095,4.905,7.143,12.048,72.332,54.369,84.667,40.711,1.524,0.19,97.15,8.096,2.095,5.75,1.762,6.838,33.22,-0.384,57.606,-3.875,4.952,7.286,12.238,40.467,1.429,3.762,1.524,1.524,2.238,3.857,3.048,0.19,1.571,4.333,0.048,0.188,0.095,100.0,0.667,0.762,0.714,80.0,1.952,0.143,0.476,0.048,0.333,0.857,0.905,-0.048,0.0,0.0,0.0,,0.0,,0.0,3.762,1.333,0.0,,0.857,11.111,7,0.333,0.714,1.19,0.571,28.0,3.81,16.667,0.381,25,3.335,-1.055,12,3.342,-1.092,13,3.328,-1.021,0.0,0.0,,0.048,1.19,16.476,3.81,0.381
Sam Menegola,Geelong,29,29.81,Midfielder,23,10.313,90.739,86.783,21,0.913,6,3,81.478,14.087,9.087,23.174,70.919,64.198,81.34,60.788,3.652,2.217,388.091,16.907,3.217,7.203,4.609,5.028,23.801,0.241,54.517,-3.297,8.043,15.13,23.174,34.709,3.087,6.609,0.783,2.217,4.391,4.565,3.913,0.609,1.478,8.739,1.478,5.893,0.478,32.353,2.043,2.522,2.435,83.929,5.435,0.217,0.522,0.304,0.391,0.478,1.043,-0.565,0.0,0.0,0.0,,0.0,,0.0,2.261,0.261,0.13,33.333,0.261,33.333,12,0.522,0.522,1.174,0.609,44.444,4.783,21.236,0.913,27,3.196,-0.085,13,3.582,0.033,14,2.837,-0.194,0.391,3.879,55.556,0.043,1.652,12.565,5.87,1.043
Josh Jenkins,Geelong,32,32.89,Key Forward,1,6.2,43.0,35.0,0,0.0,0,0,72.0,5.0,3.0,8.0,50.0,40.0,66.667,62.5,3.0,0.0,187.0,23.375,4.0,2.0,4.0,2.0,35.237,31.43,49.077,17.59,5.0,4.0,9.0,55.556,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,3.226,0.0,0.0,1.0,1.0,2.0,100.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,-1.0,7.0,8.434,3.0,42.857,2.0,66.667,0.0,2.0,1.0,0.0,,3.0,0.0,0,0.0,2.0,2.0,1.0,0.0,5.0,19.231,1.0,2,2.768,-1.768,2,2.768,-1.768,0,,,0.0,0.0,,0.0,0.0,6.0,0.0,0.0
Isaac Smith,Geelong,33,33.0,Midfielder,24,8.629,90.208,92.083,7,0.292,4,1,83.833,15.958,6.958,22.917,74.545,69.713,85.629,69.636,4.083,3.792,466.13,20.657,2.875,7.971,4.708,4.867,22.514,2.873,55.334,1.323,3.875,17.167,21.042,18.416,2.167,3.125,0.458,0.583,2.542,2.833,2.292,0.125,0.833,8.917,0.292,1.165,0.125,42.857,0.917,1.042,0.875,76.19,6.917,0.208,0.375,0.375,0.25,0.333,0.417,-0.083,0.0,0.0,0.0,,0.0,,0.0,1.583,0.25,0.167,0.0,0.417,40.0,15,0.625,0.375,1.292,0.458,48.387,5.042,22.702,0.667,31,2.993,0.201,10,3.495,-0.295,21,2.754,0.436,1.625,15.6,84.615,1.083,1.125,10.792,4.583,0.542
Brayden Ham,Essendon,22,22.68,Mid-Forward,19,4.5,43.0,46.211,0,0.0,0,0,64.632,6.211,5.737,11.947,69.604,62.712,77.064,51.982,2.316,0.316,186.778,16.644,1.842,6.486,2.316,5.159,30.503,-5.24,56.016,-4.437,3.105,8.842,11.947,25.991,1.053,2.421,0.684,0.632,1.789,2.368,1.895,0.105,0.684,4.947,0.0,0.0,0.105,,0.211,0.316,0.474,44.444,2.947,0.263,0.211,0.211,0.053,0.263,0.474,-0.211,0.0,0.0,0.0,,0.0,,0.0,1.579,0.474,0.105,0.0,0.474,44.444,5,0.263,0.526,0.842,0.368,31.25,3.263,13.901,0.316,16,3.153,-0.653,4,2.481,-0.231,12,3.377,-0.793,0.0,0.0,,0.053,0.737,11.368,4.105,0.526
Cale Hooker,Essendon,33,33.21,Key Forward,18,6.383,63.889,56.167,8,0.444,3,1,84.722,5.889,5.556,11.444,56.796,50.0,64.0,51.456,1.056,0.0,124.118,10.933,2.667,4.292,2.556,4.478,31.017,2.316,51.557,1.221,6.111,5.5,11.611,52.632,0.333,4.056,2.556,2.556,1.5,5.333,3.667,0.0,1.111,1.5,0.0,0.0,0.0,,0.333,0.333,0.722,76.923,3.611,0.778,2.056,0.0,1.167,0.667,1.0,-0.333,5.944,7.354,0.556,9.346,0.056,10.0,0.333,1.5,1.056,0.0,,4.667,21.429,33,1.833,1.333,3.5,0.444,52.381,5.722,24.292,0.556,63,3.688,-0.164,45,3.867,-0.178,18,3.242,-0.131,0.0,0.0,,0.0,2.0,7.889,1.5,1.278
Devon Smith,Essendon,28,28.61,Gen. Forward,20,7.635,64.2,64.7,10,0.5,1,3,80.35,7.75,6.4,14.15,66.078,58.71,75.0,54.77,2.6,0.25,206.316,15.253,2.65,5.34,2.15,6.581,31.41,5.383,52.771,5.719,4.9,9.45,14.35,34.146,1.3,3.8,1.15,1.6,2.15,3.25,2.5,0.25,1.4,5.1,1.85,6.715,0.1,5.405,0.95,1.05,1.05,76.19,3.4,0.2,0.95,0.15,0.15,0.55,1.15,-0.6,0.0,0.0,0.0,,0.0,,0.0,3.9,0.95,0.0,,0.35,28.571,16,0.8,0.95,2.1,0.65,38.095,5.5,24.336,0.85,42,3.005,-0.266,20,3.232,0.368,22,2.798,-0.843,0.0,0.0,,0.6,1.1,22.1,6.8,0.3
Anthony McDonald-Tipungwuti,Essendon,28,28.69,Gen. Forward,20,9.635,63.45,54.1,12,0.6,4,2,80.0,6.45,3.6,10.05,72.637,67.442,81.944,64.179,1.75,0.1,153.263,15.489,2.05,4.902,1.95,5.154,37.732,15.125,58.762,15.524,4.3,5.8,10.1,42.574,1.1,3.05,1.45,0.8,2.25,3.75,2.85,0.1,1.75,2.45,0.1,0.346,0.05,50.0,0.55,0.6,0.3,83.333,2.45,0.15,0.95,0.1,0.4,0.8,0.9,-0.1,0.0,0.0,0.0,,0.0,,0.0,2.8,1.35,0.0,,0.95,15.789,34,1.7,0.7,2.6,1.0,65.385,5.75,24.573,0.65,52,3.41,0.782,24,3.92,0.789,28,2.974,0.776,0.0,0.0,,0.9,1.15,14.5,3.4,0.45
Tom Cutler,Essendon,26,26.86,Gen. Defender,13,6.431,53.923,53.462,0,0.0,0,0,63.923,8.692,5.0,13.692,76.404,67.257,92.308,63.483,1.538,2.308,258.167,18.776,1.308,10.471,1.923,7.12,19.922,-1.294,56.54,3.264,3.308,9.846,13.154,25.146,3.462,2.538,0.0,0.385,2.154,3.0,2.385,0.077,0.769,5.385,0.0,0.0,0.0,,0.231,0.231,0.231,100.0,3.923,0.154,0.077,0.615,0.0,0.385,0.154,0.231,0.0,0.0,0.0,,0.0,,0.0,1.231,0.077,0.846,9.091,0.077,0.0,1,0.077,0.308,0.538,0.385,14.286,2.154,9.302,0.462,7,2.613,-1.185,2,1.795,-1.795,5,2.94,-0.94,0.462,4.878,100.0,0.692,1.308,6.615,4.923,0.846
Nick Hind,Essendon,27,27.36,Gen. Defender,22,11.995,93.0,84.5,9,0.409,4,0,83.682,16.591,5.773,22.364,79.268,77.26,85.039,74.187,3.273,3.682,427.286,19.214,2.955,7.569,3.545,6.308,20.997,3.554,61.061,8.999,5.818,16.5,22.318,26.069,5.636,4.682,0.091,0.955,3.727,4.955,4.0,0.091,1.318,9.955,0.0,0.0,0.182,,0.682,0.864,0.455,90.0,5.182,0.273,0.091,0.818,0.0,0.864,0.864,0.0,0.0,0.0,0.0,,0.0,,0.0,2.045,0.0,1.136,16.0,0.0,,4,0.182,0.091,0.364,0.591,50.0,4.455,18.919,1.0,8,2.607,0.643,2,2.44,-1.94,6,2.663,1.504,0.136,1.382,66.667,1.818,1.727,10.136,7.364,1.182
Oliver Hanrahan,Hawthorn,23,23.34,Gen. Forward,13,6.062,41.077,42.077,0,0.0,0,0,64.923,5.462,5.385,10.846,66.667,54.93,78.571,50.355,1.385,0.077,142.538,13.142,1.308,8.294,2.077,5.222,32.105,-1.67,55.041,-2.867,3.769,6.615,10.385,36.296,1.0,3.154,1.769,0.769,2.385,3.692,3.154,0.077,1.308,3.692,0.077,0.287,0.0,0.0,0.077,0.077,0.154,50.0,2.385,0.077,0.615,0.0,0.385,0.538,0.308,0.231,0.0,0.0,0.0,,0.0,,0.0,1.0,0.385,0.0,,1.077,21.429,8,0.615,0.462,1.538,0.231,40.0,3.692,19.433,0.231,20,3.152,-0.452,8,3.218,-0.718,12,3.107,-0.274,0.0,0.0,,0.077,0.538,9.538,2.077,0.308
Shaun Burgoyne,Hawthorn,39,39.19,Gen. Defender,18,5.894,50.0,45.889,0,0.0,0,0,66.0,7.389,4.667,12.056,82.028,74.436,94.048,61.29,1.333,3.167,215.889,17.908,1.611,7.483,2.611,4.617,18.332,-4.046,55.43,-9.212,3.0,7.611,10.611,28.272,2.944,2.278,0.167,0.667,1.667,2.556,1.944,0.056,0.444,4.556,1.278,4.675,0.167,13.043,0.222,0.389,0.333,83.333,2.556,0.111,0.056,0.278,0.056,0.278,0.278,0.0,0.0,0.0,0.0,,0.0,,0.0,1.722,0.0,1.389,12.0,0.0,,1,0.056,0.056,0.222,0.056,25.0,1.833,9.116,0.778,4,2.732,-0.982,1,3.006,2.994,3,2.641,-2.307,2.056,21.637,64.865,0.167,2.278,8.056,5.778,1.389
Ben McEvoy,Hawthorn,32,32.47,Ruck,22,11.268,88.864,80.273,8,0.364,3,0,82.409,6.136,6.364,12.5,75.636,66.667,84.286,49.091,1.227,0.818,93.409,7.473,2.091,5.978,1.955,6.395,24.519,-6.17,67.848,-6.38,6.682,6.455,13.136,50.865,2.409,3.045,0.818,1.455,1.591,4.318,1.864,0.0,0.364,2.318,13.409,49.003,0.773,5.763,1.227,2.0,2.0,84.091,5.045,1.591,0.864,1.273,0.5,1.273,0.636,0.636,38.682,45.606,16.818,43.478,5.818,34.595,0.091,3.545,0.5,0.636,21.429,1.682,13.514,12,0.545,0.364,1.0,0.364,54.545,3.864,19.585,1.455,22,3.755,-0.118,19,3.684,-0.158,3,4.2,0.133,0.0,0.0,,0.045,4.409,14.364,6.591,3.0
Liam Shiels,Hawthorn,30,30.67,Midfielder,21,8.9,77.571,84.0,3,0.143,1,0,79.238,11.619,9.524,21.143,70.721,56.148,88.5,54.955,3.81,1.0,313.81,14.842,3.333,6.343,4.762,4.44,27.529,-4.262,54.106,-10.542,5.952,14.857,20.81,28.604,2.524,4.238,0.667,1.238,3.0,3.333,2.667,0.619,0.905,9.381,7.667,27.855,0.524,6.832,1.619,2.143,2.667,71.429,4.429,0.143,0.286,0.286,0.429,0.762,1.476,-0.714,0.0,0.0,0.0,,0.0,,0.0,4.714,0.714,0.095,0.0,0.143,0.0,5,0.238,0.19,0.762,0.429,31.25,4.667,23.558,0.81,16,2.869,-0.744,5,2.713,1.087,11,2.94,-1.576,0.0,0.0,,0.095,1.19,19.333,7.952,0.381
Kyle Hartigan,Hawthorn,30,30.14,Key Defender,19,6.184,48.579,37.0,2,0.105,1,0,95.632,5.579,5.0,10.579,78.607,72.642,85.263,52.736,0.421,2.316,116.789,11.04,2.632,4.02,1.842,5.743,16.554,-6.554,65.388,-2.388,4.105,6.368,10.474,39.196,5.737,2.684,0.0,0.842,1.842,3.895,2.579,0.0,0.842,2.789,0.211,0.772,0.0,0.0,0.211,0.211,0.105,100.0,3.474,0.632,0.0,1.632,0.0,0.789,1.474,-0.684,0.895,1.072,0.105,11.765,0.0,0.0,0.0,0.842,0.0,4.211,26.25,0.0,,0,0.0,0.0,0.0,0.053,,1.053,5.391,0.632,0,,,0,,,0,,,0.0,0.0,,0.0,6.474,5.895,4.895,5.053
Jonathon Ceglar,Hawthorn,30,30.87,Ruck,12,12.817,90.333,76.25,17,1.417,3,2,74.5,5.583,9.417,15.0,78.889,67.164,85.841,37.222,1.917,1.083,141.333,9.422,2.167,6.923,2.083,7.2,24.196,-2.529,50.282,1.385,9.333,6.667,16.0,58.333,3.25,3.583,0.417,1.167,2.417,4.083,1.75,0.0,0.583,3.25,15.833,61.29,1.167,7.368,2.833,4.0,4.917,83.051,4.417,1.583,0.417,1.583,0.25,0.833,1.333,-0.5,45.25,55.521,20.75,45.856,5.417,26.104,2.667,2.167,0.083,0.583,0.0,1.167,35.714,2,0.167,0.167,0.333,0.083,50.0,4.0,19.917,1.5,4,4.161,-0.661,4,4.161,-0.661,0,,,0.0,0.0,,0.0,4.333,8.667,4.5,3.0
Tim O'Brien,Hawthorn,27,27.76,Key Forward,19,7.863,62.737,54.842,5,0.263,1,0,79.842,7.737,3.789,11.526,75.799,70.068,87.5,67.123,1.579,1.474,201.526,17.484,2.105,5.475,2.474,4.66,21.922,-4.036,58.986,-1.262,4.421,6.737,11.158,39.623,2.947,2.105,0.526,0.526,1.579,4.158,2.053,0.053,0.842,2.368,0.632,2.277,0.053,8.333,0.158,0.211,0.211,50.0,4.737,1.316,0.737,1.211,0.632,0.947,0.842,0.105,3.0,3.512,0.632,21.053,0.105,16.667,0.053,1.684,0.632,1.0,21.053,1.737,21.212,12,0.632,0.263,1.105,0.368,57.143,3.105,15.526,0.474,21,3.391,0.275,19,3.322,0.415,2,4.048,-1.048,0.263,2.747,100.0,0.0,3.316,8.105,3.105,2.947
Daniel Howe,Hawthorn,26,26.07,Midfielder,20,8.905,73.4,75.1,9,0.45,1,0,75.1,12.45,6.2,18.65,74.263,67.068,88.71,66.756,2.05,1.9,306.35,16.426,3.0,6.217,3.2,5.828,21.235,-0.873,57.268,3.366,5.5,13.3,18.8,29.255,3.5,3.9,0.7,1.25,2.65,3.8,2.55,0.2,0.6,7.05,0.2,0.746,0.35,100.0,0.85,1.2,1.2,58.333,5.45,0.3,0.25,0.9,0.15,0.9,0.85,0.05,0.2,0.236,0.0,0.0,0.0,,0.0,2.0,0.1,0.1,0.0,0.3,50.0,8,0.4,0.25,0.75,0.25,53.333,3.9,19.847,0.65,15,2.76,0.773,7,3.231,1.341,8,2.349,0.276,0.0,0.0,,0.15,1.7,11.6,5.9,0.55
Tom Phillips,Hawthorn,25,25.65,Midfielder,22,8.845,69.773,73.091,1,0.045,1,0,80.727,10.955,7.5,18.455,72.167,65.145,82.424,59.36,1.955,1.455,280.955,15.224,2.227,8.286,3.818,4.833,22.354,-1.712,53.767,-0.098,5.773,12.682,18.455,31.281,2.409,4.273,0.727,1.727,2.545,3.818,2.955,0.409,1.0,7.591,0.818,2.99,0.227,27.778,1.227,1.455,1.227,70.37,4.227,0.273,0.182,0.227,0.136,1.045,0.273,0.773,0.0,0.0,0.0,,0.0,,0.0,2.136,0.364,0.182,25.0,0.273,50.0,13,0.591,0.227,0.909,0.227,65.0,3.818,19.355,0.773,20,3.356,0.794,5,4.032,-0.432,15,3.131,1.203,0.0,0.0,,0.136,0.591,12.455,5.409,0.227
